2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024402;EMMEF ANTONIO FRANCISCO LISBOA;Rural;Municipal;--;--;--;9;--;--;--;--;--;--;--;--;--;--;--;9;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024410;EMMEF ARARIBOIA;Rural;Municipal;--;--;--;11;--;--;--;--;--;--;--;--;--;--;--;11;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024542;EMMEF CECILIA MEIRELES;Rural;Municipal;--;--;--;4;--;--;--;--;--;--;--;--;--;--;--;4;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024569;EMMEF CRISTOVAO COLOMBO;Rural;Municipal;--;--;--;13;--;--;--;--;--;--;--;--;--;--;--;13;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024593;EMMEF DARCY PENTEADO;Rural;Municipal;--;--;--;16,3;--;17,3;--;--;--;--;--;22;16;15;16;14,5;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024623;EMMEF DUQUE ESTRADA;Rural;Municipal;--;--;--;6;--;--;--;--;--;--;--;--;--;--;--;6;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024640;EMMEF EDUARDO VIVEIROS LUZ;Rural;Municipal;--;--;--;11;--;--;--;--;--;--;--;--;--;--;--;11;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024666;EMMEF BOA ESPERANCA;Rural;Municipal;--;--;--;21,3;17;24,3;--;--;17;--;--;30;24;18;25;17,5;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024682;EEEF EURIDICE LOPES PEDROSO;Urbana;Estadual;--;--;--;24,9;20,6;30;21;17;26,5;17,7;21,5;28,5;33,5;36;23,5;--;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024739;EMMEF FRANCISCO DE ASSIS;Rural;Municipal;--;--;--;5;--;--;--;--;--;--;--;--;--;--;--;5;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024763;EMMEF GETULIO VARGAS;Rural;Municipal;--;--;--;14;--;--;--;--;--;--;--;--;--;--;--;14;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024801;EMMEF HELIO VIANA;Rural;Municipal;--;--;--;10;--;--;--;--;--;--;--;--;--;--;--;10;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024810;EMMEF ISAAC NEWTON;Rural;Municipal;--;--;--;11;--;--;--;--;--;--;--;--;--;--;--;11;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024828;EMEIEF IZIDORO STEDILE;Rural;Municipal;13;--;13;15,2;11,9;19,7;9,5;15,5;12;6;13,5;21;19,5;22;17,5;10;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024895;EMMEF JOAQUIM DE ARAUJO LIMA;Rural;Municipal;--;--;--;11;--;--;--;--;--;--;--;--;--;--;--;11;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024917;EMMEF JOSE BASILIO DA GAMA;Rural;Municipal;--;--;--;17,6;--;21,8;--;--;--;--;--;23;16;26;22;12;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024950;EMMEF JOSE ROBERTO FERREIRA;Rural;Municipal;--;--;--;11;--;--;--;--;--;--;--;--;--;--;--;11;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024968;EEEFM JUSCELINO KUBITSCHEK DE OLIVEIRA;Urbana;Estadual;--;--;--;27,7;26;28,6;--;25;23,5;23;30,5;27,7;30,7;25;31;--;28,7;28;30,5;28,5;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11024992;EMMEF LUIS DA GAMA;Rural;Municipal;--;--;--;4;--;--;--;--;--;--;--;--;--;--;--;4;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025000;EMMEF LUIS SA;Rural;Municipal;--;--;--;3;--;--;--;--;--;--;--;--;--;--;--;3;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025034;EMMEF MALBA TAHAN;Rural;Municipal;--;--;--;9,3;--;--;--;--;--;--;--;--;--;--;--;9,3;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025077;EMMEF MARIA DE SOUZA PEGO;Rural;Municipal;--;--;--;19,6;--;24;--;--;--;--;--;27;18;30;21;13,7;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025085;EMMEF MARIA QUITERIA;Rural;Municipal;--;--;--;18;--;--;--;--;--;--;--;--;--;--;--;18;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025115;EMMEF MARTIM AFONSO DE SOUZA;Rural;Municipal;--;--;--;16,7;--;18;--;--;--;--;--;21;22;19;10;15;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025123;EMMEF MENOTTI DEL PICCHIA;Rural;Municipal;--;--;--;6;--;--;--;--;--;--;--;--;--;--;--;6;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025158;EMMEF NILO PECANHA;Rural;Municipal;--;--;--;17;--;--;--;--;--;--;--;--;--;--;--;17;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025182;EMMEF OLAVO BILAC;Rural;Municipal;--;--;--;5;--;--;--;--;--;--;--;--;--;--;--;5;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025239;EMMEF PADRE ANTONIO VIEIRA;Rural;Municipal;--;--;--;9;--;--;--;--;--;--;--;--;--;--;--;9;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025280;EMMEF PADRE FEIJO;Rural;Municipal;--;--;--;16;--;16,5;--;--;--;--;--;13;19;15;19;15;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025301;EMMEF PADRE JOSE DE ANCHIETA;Rural;Municipal;--;--;--;10;--;--;--;--;--;--;--;--;--;--;--;10;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025310;EMEIEF PEDRO ALEIXO;Rural;Municipal;--;--;--;23;13;26,7;13;--;--;--;--;23;25,5;28;35;19;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025352;EMMEF POTY;Rural;Municipal;--;--;--;27,5;--;30,8;--;--;--;--;--;41;26;29;34;17,5;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025395;EMMEF RICARDO RAMOS;Rural;Municipal;--;--;--;12;--;--;--;--;--;--;--;--;--;--;--;12;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025441;EMMEF RUI BARBOSA;Rural;Municipal;--;--;--;15;--;--;--;--;--;--;--;--;--;--;--;15;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025476;EMMEF SAO JORGE;Rural;Municipal;--;--;--;7;--;--;--;--;--;--;--;--;--;--;--;7;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025484;EMMEF SILVA ALVARENGA;Rural;Municipal;--;--;--;9;--;--;--;--;--;--;--;--;--;--;--;9;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025530;EMMEF TIRADENTES;Rural;Municipal;--;--;--;14;--;--;--;--;--;--;--;--;--;--;--;14;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025549;EMMEF TOBIAS BARRETO;Rural;Municipal;--;--;--;8;--;--;--;--;--;--;--;--;--;--;--;8;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025581;EMMEF ZUMBI;Rural;Municipal;--;--;--;6;--;--;--;--;--;--;--;--;--;--;--;6;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025620;EEEF TANCREDO DE ALMEIDA NEVES;Urbana;Estadual;--;--;--;23,5;22,7;24,3;21;24;29;14;28,5;29;22,5;21,5;24;--;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025638;EEEFM PE EZEQUIEL RAMIN;Urbana;Estadual;--;--;--;25,6;22,3;28,5;24,5;20;23,3;21,8;22;22,7;28,8;31,5;36;--;19,3;23,1;16,9;17,4;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11025654;EMEIEF FLORESTA ENCANTADA;Urbana;Municipal;20;--;20;22,2;22,2;--;22,8;19,7;25;--;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11036958;EMMEF CLAUDIO MANOEL DA COSTA;Rural;Municipal;--;--;--;13;--;--;--;--;--;--;--;--;--;--;--;13;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11037938;EIEEF ERAPOARON MAKURAP;Rural;Estadual;--;--;--;10;--;--;--;--;--;--;--;--;--;--;--;10;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11037962;EIEEF KON KOATT TUPARI;Rural;Estadual;--;--;--;16;--;--;--;--;--;--;--;--;--;--;--;16;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11038047;EIEEF SAW D JO TUPARI;Rural;Estadual;--;--;--;8;--;--;--;--;--;--;--;--;--;--;--;8;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11038373;EIEEF BOATT GERAINNY;Rural;Estadual;--;--;--;13,5;--;8;--;--;--;--;--;6;10;--;--;19;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11038381;EIEEF KAP SOGO TUPARI;Rural;Estadual;--;--;--;11,3;--;14,5;--;--;--;--;--;13;16;--;--;8;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11039493;CRECHE MUNICIPAL CANTINHO DA ALEGRIA;Urbana;Municipal;13,7;13,7;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11041021;EMMEF GERALDO JAQUES DA SILVA;Rural;Municipal;--;--;--;11;--;--;--;--;--;--;--;--;--;--;--;11;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11046228;EPEF ADVENTISTA DE ALTA FLORESTA;Urbana;Privada;10,5;--;10,5;8,7;8,7;--;10;--;--;5;11;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11046236;EIEEF MEKITON TUPARI;Rural;Estadual;--;--;--;9,5;--;--;--;--;--;--;--;--;--;--;--;9,5;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11046244;EIEEF AMEN KOARE TUPARI;Rural;Estadual;--;--;--;11;--;--;--;--;--;--;--;--;--;--;--;11;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11046252;EIEEF ANOMAE TUPARI;Rural;Estadual;--;--;--;8;--;--;--;--;--;--;--;--;--;--;--;8;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11047402;EMEI MONTEIRO LOBATO;Urbana;Municipal;19,8;--;19,8;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11047461;EMEIEF 17 DE JUNHO;Urbana;Municipal;23,5;--;23,5;22;22;--;22;19,7;25,5;--;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11053208;EMMEF CORA CORALINA;Rural;Municipal;--;--;--;8;--;--;--;--;--;--;--;--;--;--;--;8;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11053216;EIEEF KUBA TUPARI;Rural;Estadual;--;--;--;13;--;--;--;--;--;--;--;--;--;--;--;13;--;--;--;--;--;--
2010;Norte;RO;1100015;ALTA FLORESTA D'OESTE;11111801;EIEEF BOA ESPERANCA;Rural;Estadual;--;--;--;8;--;--;--;--;--;--;--;--;--;--;--;8;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11006749;COLEGIO PRE UNIVERSITARIO;Urbana;Privada;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11006765;ESCOLA ADVENTISTA DE ARIQUEMES;Urbana;Privada;9;--;9;17,2;16;18,8;16;17;16;8;23;24;23;14;14;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11006773;EEEFM CORA CORALINA;Urbana;Estadual;--;--;--;29;27,2;30,7;22,3;26,7;29;27,4;29,3;30,2;29,3;30;35,7;--;27,9;32;25;28;--;--
2010;Norte;RO;1100023;ARIQUEMES;11006846;EEEF ALBINA MARCIO SORDI;Urbana;Estadual;--;--;--;27,7;26,9;28,8;20;23,5;29,2;29,3;30;27,3;30,3;31,5;25;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11006854;EMEFM ALDEMIR LIMA CANTANHEDE;Urbana;Municipal;--;--;--;22,4;22,9;27,8;24,3;19,3;21;21,7;30,5;31,5;31;25,5;23;5,7;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11006889;EEEFM ANISIO TEIXEIRA;Urbana;Estadual;--;--;--;27,5;27;27,8;--;21;26;27,5;28,4;26,3;25,3;32,8;27,3;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11006900;EMEF ARCO-IRIS;Rural;Municipal;--;--;--;25,7;27,4;24;27;32;22;26;30;39;19;24;19;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007028;EPEI CASTORZINHO;Urbana;Privada;21,5;20,5;22,5;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007079;EMEF DR DIRCEU DE ALMEIDA;Urbana;Municipal;--;--;--;29,1;27,6;30,7;24;26,3;31;28;28,7;33,4;32,8;35;19;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007168;EEEFM FRANCISCO ALVES MENDES FILHO;Urbana;Estadual;--;--;--;28,7;25,5;33,8;12;21,8;27,3;31;29,7;36,3;33;30,5;34;24;29,9;30,3;30;29;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007222;EMEIEF JORGE TEIXEIRA;Urbana;Municipal;19;--;19;21,9;21,9;--;24;22,5;18,5;20;24,5;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007249;EMEF HENRIQUE DIAS;Rural;Municipal;--;--;--;19,5;18,4;21,2;16;16,5;26;27;14,5;12;20;26;28;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007257;EMEF IRENO ANTONIO BERTICELLI;Urbana;Municipal;--;--;--;28,9;28,9;--;24,3;30,3;30,7;30;29;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007281;EEEF JARDIM DAS PEDRAS;Urbana;Estadual;--;--;--;24,9;20,8;28;13;12,5;27;30;30;26,3;33;22,5;34;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007346;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL JOSE DE ANCHIETA;Rural;Municipal;14;--;14;20,1;21,7;25,2;14;19,5;28;27;22;35;18;36;19;11,3;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007443;EMEF MAFALDA RODRIGUES;Rural;Municipal;--;--;--;19,3;18,9;22,2;17;16,5;22;15,5;29;20;31;21;20;12,5;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007451;EMEFM MAGDALENA TAGLIAFERRO;Urbana;Municipal;--;--;--;26,8;25,1;28,9;--;20,8;26,3;27,8;24,2;28,5;28,8;25,5;34,3;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007508;EMEFM MARIO QUINTANA;Urbana;Municipal;--;--;--;29,2;29;29,3;24,5;27,5;33;29;31;27,7;31,6;28,3;30;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007524;ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MEDIO MIGRANTES;Urbana;Estadual;--;--;--;27;23,6;28,1;--;16;31;26;29;24,6;32;28,8;27,7;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007605;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL PADRE ANGELO SPADARI;Rural;Municipal;20,7;--;20,7;22;19,7;27,3;16,8;21,4;19;22,5;19;24;29,3;34;26;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007656;COLEGIO DINAMICO EDUCACAO BASICA;Urbana;Privada;22,7;19;23,7;28,1;25,4;31,4;22;30,5;25;23;26,5;33,5;28;31,5;32,5;--;30,4;31;28,5;33;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007702;EMEIEF PROF PEDRO LOUBACK;Urbana;Municipal;--;--;--;21,7;21,8;21,5;20,5;19;25;23;23;27,5;21,5;17;14;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007710;EMEF PROF VENANCIO KOTTWITZ;Urbana;Municipal;--;--;--;28,6;28,6;--;26,3;28;30;29;30,3;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007737;EMEIEF ROBERTO TURBAY;Urbana;Municipal;--;--;--;26,5;24,7;31,7;26;23,8;23,8;26,8;23,7;31,7;31;32;33;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007834;EMEF VINICIUS DE MORAES;Rural;Municipal;--;--;--;21,9;23,5;20,2;19;19;29;21,5;29;25,5;20,5;14,5;20;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007850;EMEF ULISSES GUIMARAES;Rural;Municipal;--;--;--;17,3;15,8;19,3;15;19;22;7;16;20;32;14;11;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007885;EEEFM HEITOR VILLA LOBOS;Urbana;Estadual;--;--;--;32,7;--;32,7;--;--;--;--;--;31,5;31;34;34;--;31,7;34;30,6;28,8;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007893;EEEFM RICARDO CANTANHEDE;Urbana;Estadual;--;--;--;27;--;27;--;--;--;--;--;25;24,2;24,2;31,3;--;23,4;26;21,5;22,2;25;--
2010;Norte;RO;1100023;ARIQUEMES;11007907;E M E I E F PROFª EVA DOS SANTOS DE OLIVEIRA;Urbana;Municipal;20,7;--;20,7;26,4;26,4;--;24,8;22;30,7;28,8;28,7;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007923;CENTRO MUNICIPAL DE EDUCACAO INFANTIL BALAO MAGICO;Urbana;Municipal;24,8;34;22,5;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007931;E M E I E F CHAPEUZINHO VERMELHO;Urbana;Municipal;25,7;--;25,7;26,1;26,1;--;28,8;23,5;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11007958;EMEIEF PINGO DE GENTE;Urbana;Municipal;23,1;--;23,1;24,6;24,6;--;20;24,7;30,3;29,5;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11036753;CENTRO MUNICIPAL DE EDUCACAO INFANTIL MADRE TEREZA DE CALCUTA;Urbana;Municipal;26;24;28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11036800;EMEIEF SONHO MEU;Urbana;Municipal;25,1;--;25,1;25,6;25,6;--;25,1;26,5;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11041439;EMEIEF PROF LEVI ALVES DE FREITAS;Urbana;Municipal;--;--;--;29,3;27,9;31,4;26;26,3;28;33,3;26,5;32,5;28,7;36;28,5;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11041986;EMEF PAULINA MAFINI;Rural;Municipal;--;--;--;16,6;13,6;20,3;11;20;13;8;16;21;20;19;21;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11044454;ASSOCIACAO COMUNITARIA DA CRECHE MORANGUINHO;Urbana;Privada;24,1;23,5;24,8;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11044462;CENTRO EDUCACIONAL MONTEIRO LOBATO;Urbana;Privada;17,5;14;19,3;17,8;17,8;--;18;17;23,5;14;16,5;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11046023;COLEGIO AGAPE;Urbana;Privada;15,3;--;15,3;16,7;18,6;14,3;18;19;20;19;17;17,5;11;11;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11048166;INST EDUC ISOLINO CARDOSO DE ANDRADE;Urbana;Privada;15,3;--;15,3;25,6;22;29,2;15,5;25;22;20;34;34;37;25,5;26,5;--;27;29;34;18;--;--
2010;Norte;RO;1100023;ARIQUEMES;11048476;CENTRO MUNICIPAL DE EDUCACAO INFANTIL CRIANCA FELIZ;Urbana;Municipal;29;29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11052406;CRECHE E EDUCACAO INFANTIL RENASCER;Urbana;Privada;24,9;28,5;24,2;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11064803;CENTRO MUNICIPAL DE EDUCACAO INFANTIL SONHO DE CRIANCA;Urbana;Municipal;27,4;28,8;26,4;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11078804;CRECHE PRE ESCOLA DUQUE DE CAXIAS;Urbana;Privada;15,3;19,5;11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11086815;COLEGIO E ESCOLA TECNICA FAAR;Urbana;Privada;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100023;ARIQUEMES;11088800;CENTRO EDUCACIONAL FENIX;Urbana;Privada;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10,3;11;9;11;--;--
2010;Norte;RO;1100023;ARIQUEMES;11108800;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE RONDONIA - CAMPUS ARIQUEMES;Rural;Federal;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;34,6;34,6;--;--;--;--
2010;Norte;RO;1100031;CABIXI;11034033;EMEI CEBOLINHA;Urbana;Municipal;35,5;35,5;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100031;CABIXI;11034041;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL CECILIA MEIRELES;Urbana;Municipal;10,5;--;10,5;13,8;13,8;--;13;12;18;12;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100031;CABIXI;11034050;EEEF CHICO MENDES;Rural;Estadual;--;--;--;11,4;8;12,3;--;--;--;--;8;14;15;10;10;--;--;--;--;--;--;--
2010;Norte;RO;1100031;CABIXI;11034173;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL MARCO IRIS;Urbana;Municipal;8,5;--;8,5;10,3;10,3;--;11;13;10;7;--;--;--;--;--;--;--;--;--;--;--;--
2010;Norte;RO;1100031;CABIXI;11034270;EEEFM PLANALTO;Rural;Estadual;--;--;--;17,8;12;19,3;--;--;--;--;12;22;16;25;14;--;13,7;17;14;10;--;--
2010;Norte;RO;1100031;CABIXI;11034440;EEEFM JOSE DE ANCHIETA;Urbana;Estadual;--;--;--;21,2;16,8;22;--;--;18;17;15;20,2;25,4;18,5;25,8;--;22;23;22;20,7;--;--
2010;Norte;RO;1100031;CABIXI;11039841;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL CHICO SOLDADO;Urbana;Municipal;20,1;--;20,1;20,9;20,9;--;21;22,3;20,3;24,5;15;--;--;--;--;--;--;--;--;--;--;--
